Zip Code,City,State,Metro,CountyName,SizeRank,Rent per Square Foot,Price per Sqft,Rent Based Estimate,Sale Based Estimate,Exact Average,Abodu Estimate
24176,Union Hall,VA,Roanoke,Franklin County,13736,1.118,261,"48,298",117450,"82,874","$80,000 "
83876,Worley,ID,Coeur d'Alene,Kootenai County,13737,1.122,255,"48,470",114750,"81,610","$80,000 "
1515,East Brookfield,MA,Worcester,Worcester County,13738,1.146,179,"49,507",80550,"65,029","$70,000 "
31303,Clyo,GA,Savannah,Effingham County,13739,0.76,,"32,832",,"32,832","$30,000 "
35078,Harpersville,AL,Birmingham-Hoover,Shelby County,13740,0.91,90,"39,312",40500,"39,906","$40,000 "
37345,Huntland,TN,Tullahoma-Manchester,Franklin County,13741,0.712,69,"30,758",31050,"30,904","$30,000 "
67030,Colwich,KS,Wichita,Sedgwick County,13742,0.79,120,"34,128",54000,"44,064","$40,000 "
68347,Eagle,NE,Omaha-Council Bluffs,Cass County,13743,1.11,,"47,952",,"47,952","$50,000 "
53044,Kohler,WI,Sheboygan,Sheboygan County,13744,0.816,,"35,251",,"35,251","$40,000 "
78407,Corpus Christi,TX,Corpus Christi,Nueces County,13745,0.952,66,"41,126",29700,"35,413","$40,000 "
17965,Port Carbon,PA,Pottsville,Schuylkill County,13746,0.48,,"20,736",,"20,736","$20,000 "
27980,Hertford,NC,Elizabeth City,Perquimans County,13747,0.664,,"28,685",,"28,685","$30,000 "
66075,Pleasanton,KS,Kansas City,Linn County,13748,0.562,,"24,278",,"24,278","$20,000 "
76511,Bartlett,TX,Austin-Round Rock,Williamson County,13749,0.828,97,"35,770",43650,"39,710","$40,000 "
83833,Harrison,ID,Coeur d'Alene,Kootenai County,13750,1.134,242,"48,989",108900,"78,944","$80,000 "
13164,Camillus,NY,Syracuse,Onondaga County,13751,0.934,107,"40,349",48150,"44,249","$40,000 "
96705,Hanapepe,HI,Kapaa,Kauai County,13752,1.77,384,"76,464",172800,"124,632","$120,000 "
12578,Pleasant Valley,NY,New York-Newark-Jersey City,Dutchess County,13753,1.23,164,"53,136",73800,"63,468","$60,000 "
22637,Gore,VA,Winchester,Frederick County,13754,0.92,155,"39,744",69750,"54,747","$50,000 "
27315,Providence,NC,,Caswell County,13755,0.684,,"29,549",,"29,549","$30,000 "
35135,Riverside,AL,Birmingham-Hoover,Saint Clair County,13756,0.798,115,"34,474",51750,"43,112","$40,000 "
71051,Elm Grove,LA,Shreveport-Bossier City,Bossier Parish,13757,0.682,88,"29,462",39600,"34,531","$30,000 "
20117,Middleburg,VA,Washington-Arlington-Alexandria,Loudoun County,13758,1.298,301,"56,074",135450,"95,762","$100,000 "
22610,Bentonville,VA,Washington-Arlington-Alexandria,Warren County,13759,1.028,156,"44,410",70200,"57,305","$60,000 "
67851,Holcomb,KS,Garden City,Finney County,13760,1.056,149,"45,619",67050,"56,335","$60,000 "
95333,Le Grand,CA,Merced,Merced County,13761,1.018,141,"43,978",63450,"53,714","$50,000 "
7606,South Hackensack,NJ,New York-Newark-Jersey City,Bergen County,13762,1,200,"43,200",90000,"66,600","$70,000 "
12149,Richmondville,NY,Albany-Schenectady-Troy,Schoharie County,13763,1.046,92,"45,187",41400,"43,294","$40,000 "
37014,Arrington,TN,Nashville-Davidson--Murfreesboro--Franklin,Williamson County,13764,0.99,196,"42,768",88200,"65,484","$70,000 "
66073,Perry,KS,Topeka,Jefferson County,13765,0.756,102,"32,659",45900,"39,280","$40,000 "
4860,St George,ME,,Knox County,13766,1.286,,"55,555",,"55,555","$60,000 "
13424,Oriskany,NY,Utica-Rome,Oneida County,13767,0.956,101,"41,299",45450,"43,375","$40,000 "
65284,Sturgeon,MO,Columbia,Boone County,13768,0.682,88,"29,462",39600,"34,531","$30,000 "
78147,Poth,TX,San Antonio-New Braunfels,Wilson County,13769,0.91,103,"39,312",46350,"42,831","$40,000 "
56511,Audubon,MN,,Becker County,13770,1.33,242,"57,456",108900,"83,178","$80,000 "
66088,Valley Falls,KS,Topeka,Jefferson County,13771,0.636,71,"27,475",31950,"29,713","$30,000 "
3216,Andover,NH,Concord,Merrimack County,13772,0.806,123,"34,819",55350,"45,085","$50,000 "
7711,Ocean,NJ,New York-Newark-Jersey City,Monmouth County,13773,1.808,402,"78,106",180900,"129,503","$130,000 "
27869,Rich Square,NC,Roanoke Rapids,Northampton County,13774,0.598,,"25,834",,"25,834","$30,000 "
48460,New Lothrop,MI,Owosso,Shiawassee County,13775,0.624,87,"26,957",39150,"33,053","$30,000 "
52045,Epworth,IA,Dubuque,Dubuque County,13776,0.768,132,"33,178",59400,"46,289","$50,000 "
98377,Randle,WA,Centralia,Lewis County,13777,0.84,,"36,288",,"36,288","$40,000 "
16120,Little Beaver,PA,New Castle,Lawrence County,13778,0.514,90,"22,205",40500,"31,352","$30,000 "
46539,Mentone,IN,Warsaw,Kosciusko County,13779,0.736,79,"31,795",35550,"33,673","$30,000 "
16922,Galeton,PA,,Potter County,13780,1.1,,"47,520",,"47,520","$50,000 "
17772,Lewis,PA,Sunbury,Northumberland County,13781,0.734,113,"31,709",50850,"41,279","$40,000 "
23954,Meherrin,VA,,Prince Edward County,13782,0.738,,"31,882",,"31,882","$30,000 "
93516,Boron,CA,Bakersfield,Kern County,13783,0.862,,"37,238",,"37,238","$40,000 "
8310,Buena Vista,NJ,Atlantic City-Hammonton,Atlantic County,13784,0.958,115,"41,386",51750,"46,568","$50,000 "
12501,Amenia,NY,New York-Newark-Jersey City,Dutchess County,13785,1.274,,"55,037",,"55,037","$60,000 "
14716,Brocton,NY,Jamestown-Dunkirk-Fredonia,Chautauqua County,13786,0.582,46,"25,142",20700,"22,921","$20,000 "
42452,Robards,KY,Evansville,Henderson County,13787,0.6,,"25,920",,"25,920","$30,000 "
63060,Lonedell,MO,St. Louis,Franklin County,13788,0.6,127,"25,920",57150,"41,535","$40,000 "
14879,Bath,NY,Corning,Steuben County,13789,0.826,60,"35,683",27000,"31,342","$30,000 "
42020,Almo,KY,Murray,Calloway County,13790,0.642,83,"27,734",37350,"32,542","$30,000 "
13812,Nichols,NY,Binghamton,Tioga County,13791,0.926,72,"40,003",32400,"36,202","$40,000 "
45346,New Madison,OH,Greenville,Darke County,13792,0.654,74,"28,253",33300,"30,776","$30,000 "
92365,Newberry Springs,CA,Riverside-San Bernardino-Ontario,San Bernardino County,13793,0.824,,"35,597",,"35,597","$40,000 "
14782,Charlotte,NY,Jamestown-Dunkirk-Fredonia,Chautauqua County,13794,0.59,51,"25,488",22950,"24,219","$20,000 "
48815,Clarksville,MI,Ionia,Ionia County,13795,0.922,116,"39,830",52200,"46,015","$50,000 "
14516,Rose,NY,Rochester,Wayne County,13796,0.914,62,"39,485",27900,"33,692","$30,000 "
37350,Lookout Mountain,TN,Chattanooga,Hamilton County,13797,1.016,182,"43,891",81900,"62,896","$60,000 "
47841,Clay City,IN,Terre Haute,Clay County,13798,0.572,,"24,710",,"24,710","$20,000 "
56312,Belgrade,MN,St. Cloud,Stearns County,13799,0.66,,"28,512",,"28,512","$30,000 "
64671,Polo,MO,Kansas City,Caldwell County,13800,0.618,90,"26,698",40500,"33,599","$30,000 "
3836,Freedom,NH,,Carroll County,13801,1.038,147,"44,842",66150,"55,496","$60,000 "
37309,Calhoun,TN,Athens,McMinn County,13802,0.708,80,"30,586",36000,"33,293","$30,000 "
46702,Andrews,IN,Huntington,Huntington County,13803,0.562,53,"24,278",23850,"24,064","$20,000 "
72530,Drasco,AR,,Cleburne County,13804,0.652,69,"28,166",31050,"29,608","$30,000 "
91962,Descanso,CA,San Diego-Carlsbad,San Diego County,13805,1.522,279,"65,750",125550,"95,650","$100,000 "
14724,French Creek,NY,Jamestown-Dunkirk-Fredonia,Chautauqua County,13806,0.65,69,"28,080",31050,"29,565","$30,000 "
26031,Benwood,WV,Wheeling,Marshall County,13807,0.612,,"26,438",,"26,438","$30,000 "
93545,Lone Pine,CA,,Inyo County,13808,1.008,160,"43,546",72000,"57,773","$60,000 "
18321,Pocono,PA,East Stroudsburg,Monroe County,13809,1,108,"43,200",48600,"45,900","$50,000 "
56340,Holdingford,MN,St. Cloud,Stearns County,13810,0.674,99,"29,117",44550,"36,833","$40,000 "
74130,Turley,OK,Tulsa,Tulsa County,13811,0.652,,"28,166",,"28,166","$30,000 "
95245,Mokelumne Hill,CA,,Calaveras County,13812,1.1,168,"47,520",75600,"61,560","$60,000 "
6763,Morris,CT,Torrington,Litchfield County,13813,1.274,185,"55,037",83250,"69,143","$70,000 "
21871,Westover,MD,Salisbury,Somerset County,13814,0.914,81,"39,485",36450,"37,967","$40,000 "
48851,Lyons,MI,Ionia,Ionia County,13815,0.83,93,"35,856",41850,"38,853","$40,000 "
73550,Hollis,OK,,Harmon County,13816,0.51,,"22,032",,"22,032","$20,000 "
3465,Troy,NH,Keene,Cheshire County,13817,1.026,108,"44,323",48600,"46,462","$50,000 "
12523,Gallatin,NY,Hudson,Columbia County,13818,1.232,163,"53,222",73350,"63,286","$60,000 "
98635,Lyle,WA,,Klickitat County,13819,1,178,"43,200",80100,"61,650","$60,000 "
64742,Drexel,MO,Kansas City,Cass County,13820,0.758,118,"32,746",53100,"42,923","$40,000 "
65786,Macks Creek,MO,,Camden County,13821,0.574,94,"24,797",42300,"33,548","$30,000 "
92242,Earp,CA,Riverside-San Bernardino-Ontario,San Bernardino County,13822,0.832,,"35,942",,"35,942","$40,000 "
4854,Owls Head,ME,,Knox County,13823,1.018,225,"43,978",101250,"72,614","$70,000 "
21917,Colora,MD,Philadelphia-Camden-Wilmington,Cecil County,13824,0.994,155,"42,941",69750,"56,345","$60,000 "
32694,Waldo,FL,Gainesville,Alachua County,13825,0.88,,"38,016",,"38,016","$40,000 "
44086,Thompson,OH,Cleveland-Elyria,Geauga County,13826,0.738,105,"31,882",47250,"39,566","$40,000 "
23047,Doswell,VA,Richmond,Hanover County,13827,0.882,145,"38,102",65250,"51,676","$50,000 "
57212,Arlington,SD,,Kingsbury County,13828,0.866,,"37,411",,"37,411","$40,000 "
63377,Silex,MO,St. Louis,Lincoln County,13829,0.788,135,"34,042",60750,"47,396","$50,000 "
7980,Long Hill,NJ,New York-Newark-Jersey City,Morris County,13830,1.476,250,"63,763",112500,"88,132","$90,000 "
15034,Dravosburg,PA,Pittsburgh,Allegheny County,13831,0.706,58,"30,499",26100,"28,300","$30,000 "
35677,Waterloo,AL,Florence-Muscle Shoals,Lauderdale County,13832,0.556,74,"24,019",33300,"28,660","$30,000 "
11569,Point Lookout,NY,New York-Newark-Jersey City,Nassau County,13833,2.148,536,"92,794",241200,"166,997","$170,000 "
15474,Springhill,PA,Pittsburgh,Fayette County,13834,0.636,,"27,475",,"27,475","$30,000 "
16123,Franklin,PA,Pittsburgh,Beaver County,13835,0.834,119,"36,029",53550,"44,789","$40,000 "
81019,Colorado City,CO,Pueblo,Pueblo County,13836,0.894,143,"38,621",64350,"51,485","$50,000 "
56628,Bigfork,MN,Grand Rapids,Itasca County,13837,1.178,131,"50,890",58950,"54,920","$50,000 "
97442,Glendale,OR,Roseburg,Douglas County,13838,0.752,,"32,486",,"32,486","$30,000 "
14826,Cohocton,NY,Corning,Steuben County,13839,0.802,53,"34,646",23850,"29,248","$30,000 "
15469,Springfield,PA,Pittsburgh,Fayette County,13840,0.774,97,"33,437",43650,"38,543","$40,000 "
76554,Little River Academy,TX,Killeen-Temple,Bell County,13841,0.746,96,"32,227",43200,"37,714","$40,000 "
98822,Entiat,WA,Wenatchee,Chelan County,13842,1.208,225,"52,186",101250,"76,718","$80,000 "
6058,Norfolk,CT,Torrington,Litchfield County,13843,1.152,160,"49,766",72000,"60,883","$60,000 "
12193,Westerlo,NY,Albany-Schenectady-Troy,Albany County,13844,0.918,125,"39,658",56250,"47,954","$50,000 "
12521,Taghkanic,NY,Hudson,Columbia County,13845,1.228,169,"53,050",76050,"64,550","$60,000 "
32625,Cedar Key,FL,,Levy County,13846,1.392,193,"60,134",86850,"73,492","$70,000 "
95975,Rough and Ready,CA,Truckee-Grass Valley,Nevada County,13847,1.106,236,"47,779",106200,"76,990","$80,000 "
13459,Sharon,NY,Albany-Schenectady-Troy,Schoharie County,13848,0.944,69,"40,781",31050,"35,915","$40,000 "
14747,Poland,NY,Jamestown-Dunkirk-Fredonia,Chautauqua County,13849,0.624,49,"26,957",22050,"24,503","$20,000 "
15437,Wharton,PA,Pittsburgh,Fayette County,13850,0.854,116,"36,893",52200,"44,546","$40,000 "
23833,Church Road,VA,Richmond,Dinwiddie County,13851,0.816,,"35,251",,"35,251","$40,000 "
43148,Pleasantville,OH,Columbus,Fairfield County,13852,0.82,108,"35,424",48600,"42,012","$40,000 "
95638,Herald,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,13853,1.312,316,"56,678",142200,"99,439","$100,000 "
12723,Delaware,NY,,Sullivan County,13854,0.92,104,"39,744",46800,"43,272","$40,000 "
43977,Flushing,OH,Wheeling,Belmont County,13855,0.734,59,"31,709",26550,"29,129","$30,000 "
96146,Tahoe City,CA,Sacramento--Roseville--Arden-Arcade,Placer County,13856,2.002,510,"86,486",229500,"157,993","$160,000 "
75705,Tyler,TX,Tyler,Smith County,13857,0.74,78,"31,968",35100,"33,534","$30,000 "
8740,Ocean Gate,NJ,New York-Newark-Jersey City,Ocean County,13858,1.364,165,"58,925",74250,"66,587","$70,000 "
91916,Descanso,CA,San Diego-Carlsbad,San Diego County,13859,1.586,288,"68,515",129600,"99,058","$100,000 "
55074,Shafer,MN,Minneapolis-St. Paul-Bloomington,Chisago County,13860,1.134,168,"48,989",75600,"62,294","$60,000 "
22454,Dunnsville,VA,,Essex County,13861,0.904,,"39,053",,"39,053","$40,000 "
6060,North Granby,CT,Hartford-West Hartford-East Hartford,Hartford County,13862,0.93,143,"40,176",64350,"52,263","$50,000 "
23083,Jetersville,VA,Richmond,Amelia County,13863,0.816,,"35,251",,"35,251","$40,000 "
55771,Orr,MN,Duluth,Saint Louis County,13864,0.928,153,"40,090",68850,"54,470","$50,000 "
96796,Waimea,HI,Kapaa,Kauai County,13865,1.738,373,"75,082",167850,"121,466","$120,000 "
13416,Newport,NY,Utica-Rome,Herkimer County,13866,0.868,77,"37,498",34650,"36,074","$40,000 "
13697,Stockholm,NY,Ogdensburg-Massena,Saint Lawrence County,13867,0.966,54,"41,731",24300,"33,016","$30,000 "
14171,Ashford,NY,Olean,Cattaraugus County,13868,0.844,73,"36,461",32850,"34,655","$30,000 "
21520,Accident,MD,,Garrett County,13869,0.906,107,"39,139",48150,"43,645","$40,000 "
67058,Harper,KS,,Harper County,13870,0.554,,"23,933",,"23,933","$20,000 "
23898,Zuni,VA,Virginia Beach-Norfolk-Newport News,Isle of Wight County,13871,0.822,122,"35,510",54900,"45,205","$50,000 "
37318,Cowan,TN,Tullahoma-Manchester,Franklin County,13872,0.708,53,"30,586",23850,"27,218","$30,000 "
46070,Summitville,IN,Indianapolis-Carmel-Anderson,Madison County,13873,0.598,68,"25,834",30600,"28,217","$30,000 "
22724,Jeffersonton,VA,Washington-Arlington-Alexandria,Culpeper County,13874,0.764,,"33,005",,"33,005","$30,000 "
27508,Bunn,NC,Raleigh,Franklin County,13875,0.704,,"30,413",,"30,413","$30,000 "
29114,Olanta,SC,Florence,Florence County,13876,0.676,46,"29,203",20700,"24,952","$20,000 "
31527,Brunswick,GA,Brunswick,Glynn County,13877,1.408,,"60,826",,"60,826","$60,000 "
74825,Allen,OK,Ada,Pontotoc County,13878,0.63,53,"27,216",23850,"25,533","$30,000 "
13654,Heuvelton,NY,Ogdensburg-Massena,Saint Lawrence County,13879,0.84,47,"36,288",21150,"28,719","$30,000 "
14814,Big Flats,NY,Elmira,Chemung County,13880,0.992,100,"42,854",45000,"43,927","$40,000 "
24128,Newport,VA,Blacksburg-Christiansburg-Radford,Giles County,13881,0.784,,"33,869",,"33,869","$30,000 "
36525,Creola,AL,Mobile,Mobile County,13882,0.654,88,"28,253",39600,"33,926","$30,000 "
45306,Botkins,OH,Sidney,Shelby County,13883,0.644,83,"27,821",37350,"32,585","$30,000 "
72843,Hector,AR,Russellville,Pope County,13884,0.596,,"25,747",,"25,747","$30,000 "
85337,Gila Bend,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,13885,0.994,,"42,941",,"42,941","$40,000 "
13327,Croghan,NY,,Lewis County,13886,0.868,82,"37,498",36900,"37,199","$40,000 "
29664,Mountain Rest,SC,Seneca,Oconee County,13887,0.772,97,"33,350",43650,"38,500","$40,000 "
76035,Cresson,TX,Dallas-Fort Worth-Arlington,Parker County,13888,0.82,,"35,424",,"35,424","$40,000 "
81140,La Jara,CO,,Conejos County,13889,0.88,,"38,016",,"38,016","$40,000 "
10984,Thiells,NY,New York-Newark-Jersey City,Rockland County,13890,1.926,292,"83,203",131400,"107,302","$110,000 "
16912,Blossburg,PA,,Tioga County,13891,0.652,60,"28,166",27000,"27,583","$30,000 "
19373,Thornbury,PA,Philadelphia-Camden-Wilmington,Delaware County,13892,1.08,192,"46,656",86400,"66,528","$70,000 "
28745,Lake Junaluska,NC,Asheville,Haywood County,13893,0.92,145,"39,744",65250,"52,497","$50,000 "
99181,Valley,WA,Spokane-Spokane Valley,Stevens County,13894,1.096,120,"47,347",54000,"50,674","$50,000 "
33786,Belleair Beach,FL,Tampa-St. Petersburg-Clearwater,Pinellas County,13895,2.098,371,"90,634",166950,"128,792","$130,000 "
68883,Wood River,NE,Grand Island,Hall County,13896,0.814,,"35,165",,"35,165","$40,000 "
79064,Olton,TX,,Lamb County,13897,0.72,,"31,104",,"31,104","$30,000 "
27046,Sandy Ridge,NC,Winston-Salem,Stokes County,13898,0.7,78,"30,240",35100,"32,670","$30,000 "
28510,Minnesott Beach,NC,New Bern,Pamlico County,13899,0.722,,"31,190",,"31,190","$30,000 "
50276,Woodward,IA,Des Moines-West Des Moines,Dallas County,13900,0.914,,"39,485",,"39,485","$40,000 "
30541,Epworth,GA,,Fannin County,13901,0.954,,"41,213",,"41,213","$40,000 "
10973,Wawayanda,NY,New York-Newark-Jersey City,Orange County,13902,1.14,158,"49,248",71100,"60,174","$60,000 "
17009,Burnham,PA,Lewistown,Mifflin County,13903,0.684,,"29,549",,"29,549","$30,000 "
18053,Heidelberg,PA,Allentown-Bethlehem-Easton,Lehigh County,13904,0.95,134,"41,040",60300,"50,670","$50,000 "
27927,Corolla,NC,Virginia Beach-Norfolk-Newport News,Currituck County,13905,1.032,215,"44,582",96750,"70,666","$70,000 "
13076,Hastings,NY,Syracuse,Oswego County,13906,0.718,86,"31,018",38700,"34,859","$30,000 "
37809,Midway,TN,Greeneville,Greene County,13907,0.65,,"28,080",,"28,080","$30,000 "
24467,Mount Sidney,VA,Staunton-Waynesboro,Augusta County,13908,0.846,143,"36,547",64350,"50,449","$50,000 "
56098,Winnebago,MN,,Faribault County,13909,1.168,146,"50,458",65700,"58,079","$60,000 "
76351,Archer City,TX,Wichita Falls,Archer County,13910,0.558,38,"24,106",17100,"20,603","$20,000 "
98303,South Hill,WA,Seattle-Tacoma-Bellevue,Pierce County,13911,1.106,218,"47,779",98100,"72,940","$70,000 "
12748,Delaware,NY,,Sullivan County,13912,0.888,96,"38,362",43200,"40,781","$40,000 "
13625,Colton,NY,Ogdensburg-Massena,Saint Lawrence County,13913,1.048,79,"45,274",35550,"40,412","$40,000 "
47954,Ladoga,IN,Crawfordsville,Montgomery County,13914,0.638,76,"27,562",34200,"30,881","$30,000 "
12740,Neversink,NY,,Sullivan County,13915,0.938,114,"40,522",51300,"45,911","$50,000 "
13324,Ohio,NY,Utica-Rome,Herkimer County,13916,0.984,77,"42,509",34650,"38,579","$40,000 "
46031,Atlanta,IN,Indianapolis-Carmel-Anderson,Hamilton County,13917,0.728,95,"31,450",42750,"37,100","$40,000 "
52324,Palo,IA,Cedar Rapids,Linn County,13918,0.976,143,"42,163",64350,"53,257","$50,000 "
97049,Rhododendron,OR,Portland-Vancouver-Hillsboro,Clackamas County,13919,1.356,224,"58,579",100800,"79,690","$80,000 "
13626,Pinckney,NY,,Lewis County,13920,0.836,69,"36,115",31050,"33,583","$30,000 "
27950,Knotts Island,NC,Virginia Beach-Norfolk-Newport News,Currituck County,13921,0.786,137,"33,955",61650,"47,803","$50,000 "
95426,Middletown,CA,Clearlake,Lake County,13922,1.186,176,"51,235",79200,"65,218","$70,000 "
6068,Salisbury,CT,Torrington,Litchfield County,13923,1.534,253,"66,269",113850,"90,059","$90,000 "
12958,Mooers,NY,Plattsburgh,Clinton County,13924,1.016,67,"43,891",30150,"37,021","$40,000 "
13160,Union Springs,NY,Auburn,Cayuga County,13925,0.888,78,"38,362",35100,"36,731","$40,000 "
61756,Maroa,IL,Decatur,Macon County,13926,0.838,71,"36,202",31950,"34,076","$30,000 "
29001,Alcolu,SC,,Clarendon County,13927,0.642,60,"27,734",27000,"27,367","$30,000 "
74930,Bokoshe,OK,Fort Smith,LeFlore County,13928,0.594,,"25,661",,"25,661","$30,000 "
15479,South Huntingdon,PA,Pittsburgh,Westmoreland County,13929,0.786,100,"33,955",45000,"39,478","$40,000 "
43946,Clarington,OH,,Monroe County,13930,0.786,,"33,955",,"33,955","$30,000 "
49287,Manchester,MI,Ann Arbor,Washtenaw County,13931,0.862,,"37,238",,"37,238","$40,000 "
66712,Arma,KS,Pittsburg,Crawford County,13932,0.546,,"23,587",,"23,587","$20,000 "
74002,Barnsdall,OK,Tulsa,Osage County,13933,0.612,,"26,438",,"26,438","$30,000 "
1034,Tolland,MA,Springfield,Hampden County,13934,1.19,163,"51,408",73350,"62,379","$60,000 "
12859,Greenfield Center,NY,Albany-Schenectady-Troy,Saratoga County,13935,1.118,147,"48,298",66150,"57,224","$60,000 "
14544,Gorham,NY,Rochester,Ontario County,13936,0.98,113,"42,336",50850,"46,593","$50,000 "
17086,Monroe,PA,,Juniata County,13937,1.024,137,"44,237",61650,"52,943","$50,000 "
43527,Holgate,OH,,Henry County,13938,0.498,,"21,514",,"21,514","$20,000 "
74061,Ramona,OK,Bartlesville,Washington County,13939,0.69,87,"29,808",39150,"34,479","$30,000 "
14818,Burdett,NY,,Schuyler County,13940,1.018,,"43,978",,"43,978","$40,000 "
89158,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,13941,2.498,659,"107,914",296550,"202,232","$200,000 "
14422,Byron,NY,Batavia,Genesee County,13942,0.938,79,"40,522",35550,"38,036","$40,000 "
36509,Bayou La Batre,AL,Mobile,Mobile County,13943,0.686,,"29,635",,"29,635","$30,000 "
80520,Firestone,CO,Greeley,Weld County,13944,1.158,,"50,026",,"50,026","$50,000 "
93553,Pearblossom,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,13945,1.378,178,"59,530",80100,"69,815","$70,000 "
1053,Northampton,MA,Springfield,Hampshire County,13946,1.2,181,"51,840",81450,"66,645","$70,000 "
12472,Rosendale,NY,Kingston,Ulster County,13947,1.258,150,"54,346",67500,"60,923","$60,000 "
14476,Kendall,NY,Rochester,Orleans County,13948,0.966,91,"41,731",40950,"41,341","$40,000 "
86332,Kirkland,AZ,Prescott,Yavapai County,13949,0.922,125,"39,830",56250,"48,040","$50,000 "
45054,Oregonia,OH,Cincinnati,Warren County,13950,0.908,141,"39,226",63450,"51,338","$50,000 "
63015,Catawissa,MO,St. Louis,Franklin County,13951,0.716,126,"30,931",56700,"43,816","$40,000 "
12094,Pittstown,NY,Albany-Schenectady-Troy,Rensselaer County,13952,0.894,114,"38,621",51300,"44,960","$40,000 "
51449,Lake City,IA,,Calhoun County,13953,0.586,,"25,315",,"25,315","$30,000 "
72853,Ola,AR,Russellville,Yell County,13954,0.55,,"23,760",,"23,760","$20,000 "
76857,May,TX,Brownwood,Brown County,13955,0.792,46,"34,214",20700,"27,457","$30,000 "
97018,Columbia City,OR,Portland-Vancouver-Hillsboro,Columbia County,13956,1.108,183,"47,866",82350,"65,108","$70,000 "
97112,Cloverdale,OR,,Tillamook County,13957,1.236,,"53,395",,"53,395","$50,000 "
12023,Berne,NY,Albany-Schenectady-Troy,Albany County,13958,0.992,122,"42,854",54900,"48,877","$50,000 "
29052,Gadsden,SC,Columbia,Richland County,13959,0.716,,"30,931",,"30,931","$30,000 "
72840,Hartman,AR,,Johnson County,13960,0.552,49,"23,846",22050,"22,948","$20,000 "
13320,Cherry Valley,NY,Oneonta,Otsego County,13961,0.704,72,"30,413",32400,"31,406","$30,000 "
60602,Chicago,IL,Chicago-Naperville-Elgin,Cook County,13962,2.134,,"92,189",,"92,189","$90,000 "
74901,Arkoma,OK,Fort Smith,LeFlore County,13963,0.618,39,"26,698",17550,"22,124","$20,000 "
92391,Lake Arrowhead,CA,Riverside-San Bernardino-Ontario,San Bernardino County,13964,1.122,196,"48,470",88200,"68,335","$70,000 "
46951,Macy,IN,Peru,Miami County,13965,0.692,74,"29,894",33300,"31,597","$30,000 "
96703,Kilauea,HI,Kapaa,Kauai County,13966,2.224,545,"96,077",245250,"170,663","$170,000 "
24435,Fairfield,VA,,Rockbridge County,13967,0.778,,"33,610",,"33,610","$30,000 "
46166,Paragon,IN,Indianapolis-Carmel-Anderson,Morgan County,13968,0.726,,"31,363",,"31,363","$30,000 "
52046,Farley,IA,Dubuque,Dubuque County,13969,0.714,117,"30,845",52650,"41,747","$40,000 "
60043,Kenilworth,IL,Chicago-Naperville-Elgin,Cook County,13970,2.266,420,"97,891",189000,"143,446","$140,000 "
73526,Blair,OK,Altus,Jackson County,13971,0.622,58,"26,870",26100,"26,485","$30,000 "
28689,Union Grove,NC,Charlotte-Concord-Gastonia,Iredell County,13972,0.77,106,"33,264",47700,"40,482","$40,000 "
30733,Plainville,GA,Calhoun,Gordon County,13973,0.726,75,"31,363",33750,"32,557","$30,000 "
49271,Pittsford,MI,Hillsdale,Hillsdale County,13974,0.854,74,"36,893",33300,"35,096","$40,000 "
66105,Kansas City,KS,Kansas City,Wyandotte County,13975,0.778,,"33,610",,"33,610","$30,000 "
16920,Elkland,PA,,Tioga County,13976,0.674,57,"29,117",25650,"27,383","$30,000 "
72013,Bee Branch,AR,,Van Buren County,13977,0.612,,"26,438",,"26,438","$30,000 "
95703,Applegate,CA,Sacramento--Roseville--Arden-Arcade,Placer County,13978,1.218,256,"52,618",115200,"83,909","$80,000 "
23071,Hartfield,VA,,Middlesex County,13979,0.906,,"39,139",,"39,139","$40,000 "
50629,Fairbank,IA,,Buchanan County,13980,0.692,,"29,894",,"29,894","$30,000 "
55329,Eden Valley,MN,St. Cloud,Stearns County,13981,0.78,105,"33,696",47250,"40,473","$40,000 "
3580,Franconia,NH,Claremont-Lebanon,Grafton County,13982,0.872,146,"37,670",65700,"51,685","$50,000 "
35446,Buhl,AL,Tuscaloosa,Tuscaloosa County,13983,0.754,,"32,573",,"32,573","$30,000 "
89439,Verdi,NV,Reno,Washoe County,13984,1.08,257,"46,656",115650,"81,153","$80,000 "
19534,Greenwich,PA,Reading,Berks County,13985,0.818,128,"35,338",57600,"46,469","$50,000 "
28508,Albertson,NC,,Duplin County,13986,0.604,,"26,093",,"26,093","$30,000 "
56540,Fertile,MN,Grand Forks,Polk County,13987,0.826,,"35,683",,"35,683","$40,000 "
12168,Stephentown,NY,Albany-Schenectady-Troy,Rensselaer County,13988,1.06,125,"45,792",56250,"51,021","$50,000 "
12903,Plattsburgh,NY,Plattsburgh,Clinton County,13989,1.018,87,"43,978",39150,"41,564","$40,000 "
43716,Beallsville,OH,,Monroe County,13990,0.772,,"33,350",,"33,350","$30,000 "
44867,Republic,OH,Tiffin,Seneca County,13991,0.62,63,"26,784",28350,"27,567","$30,000 "
15639,Hempfield,PA,Pittsburgh,Westmoreland County,13992,0.808,116,"34,906",52200,"43,553","$40,000 "
1611,Leicester,MA,Worcester,Worcester County,13993,1.094,158,"47,261",71100,"59,180","$60,000 "
